YEAR,MO,DY,T2M,PRECTOTCORR,RH2M
2023,5,20,28.96,1.2,81.55
2023,5,21,28.77,5.71,81.61
2023,5,22,28.47,21.77,86.0
2023,5,23,28.03,31.54,88.63
2023,5,24,27.14,52.24,85.97
2023,5,25,27.3,11.91,86.28
2023,5,26,28.36,5.28,84.1
2023,5,27,28.02,13.58,83.62
2023,5,28,28.84,6.79,74.89
2023,5,29,29.97,0.4,70.08
2023,5,30,30.88,0.0,69.61
2023,5,31,31.21,0.0,73.83
2023,6,1,30.02,0.05,81.62
2023,6,2,29.8,0.06,83.31
2023,6,3,29.72,0.64,83.59
2023,6,4,29.87,0.57,81.87
2023,6,5,30.13,0.21,77.89
2023,6,6,30.07,0.02,78.88
2023,6,7,30.39,1.19,77.73
2023,6,8,30.43,11.57,78.79
2023,6,9,28.69,37.31,84.53
2023,6,10,29.46,14.86,80.78
2023,6,11,29.31,14.65,85.57
2023,6,12,28.62,16.77,90.63
2023,6,13,29.38,16.95,87.77
2023,6,14,29.11,12.41,90.0
2023,6,15,28.99,10.13,90.74
2023,6,16,29.09,18.38,89.31
2023,6,17,28.92,16.69,91.42
2023,6,18,28.65,27.08,91.87
2023,6,19,28.32,16.18,92.0
2023,6,20,28.76,8.42,88.79
2023,6,21,28.65,12.91,92.24
2023,6,22,28.36,7.56,89.19
2023,6,23,28.59,3.84,86.74
2023,6,24,28.69,11.81,87.91
2023,6,25,28.34,5.2,86.83
2023,6,26,28.17,10.47,87.37
2023,6,27,28.0,31.59,91.06
2023,6,28,28.31,39.29,89.96
2023,6,29,28.45,40.48,90.84
2023,6,30,28.43,34.48,91.13
2023,7,1,29.3,32.81,88.44
2023,7,2,28.52,23.69,91.56
2023,7,3,29.31,7.03,89.56
2023,7,4,29.53,1.53,86.4
2023,7,5,29.14,17.77,88.3
2023,7,6,28.82,10.32,89.59
2023,7,7,28.44,21.48,92.07
2023,7,8,28.52,6.42,89.91
2023,7,9,29.07,5.37,87.6
2023,7,10,29.28,6.86,88.51
2023,7,11,28.96,3.85,88.36
2023,7,12,28.12,3.9,89.84
2023,7,13,28.27,5.33,92.62
2023,7,14,28.17,15.68,92.33
2023,7,15,28.69,5.69,87.53
2023,7,16,28.32,5.72,90.62
2023,7,17,28.13,5.71,91.43
2023,7,18,28.78,2.71,88.25
2023,7,19,29.04,4.32,88.35
2023,7,20,28.93,0.94,89.22
2023,7,21,29.01,0.93,86.49
2023,7,22,29.11,2.79,87.99
2023,7,23,28.9,1.55,89.57
2023,7,24,29.56,0.4,84.57
2023,7,25,29.34,1.23,85.75
2023,7,26,28.69,7.57,89.36
2023,7,27,29.22,6.29,87.69
2023,7,28,29.15,8.33,87.76
2023,7,29,29.26,9.13,87.6
2023,7,30,29.95,0.69,84.9
2023,7,31,31.04,7.36,79.96
2023,8,1,29.92,36.04,85.67
2023,8,2,28.52,11.32,89.53
2023,8,3,28.73,13.25,90.44
2023,8,4,28.64,27.3,90.33
2023,8,5,28.53,13.82,88.99
2023,8,6,27.94,49.46,91.3
2023,8,7,28.22,74.9,93.49
2023,8,8,28.35,42.99,90.91
2023,8,9,28.29,17.36,90.36
2023,8,10,28.18,4.76,89.46
2023,8,11,28.26,23.03,90.25
2023,8,12,27.88,25.45,92.31
2023,8,13,28.15,29.5,85.81
2023,8,14,28.52,12.1,81.77
2023,8,15,29.11,13.39,86.61
2023,8,16,29.19,18.26,88.43
2023,8,17,28.71,13.35,89.54
2023,8,18,28.47,6.23,89.82
2023,8,19,28.19,7.05,91.13
2023,8,20,28.8,2.68,88.02
2023,8,21,28.18,1.84,89.29
2023,8,22,27.88,3.17,92.3
2023,8,23,28.26,12.4,89.66
2023,8,24,28.49,17.53,91.27
2023,8,25,28.29,6.31,90.95
2023,8,26,28.45,27.87,90.47
2023,8,27,28.67,14.19,90.12
2023,8,28,29.38,7.83,87.19
2023,8,29,29.8,4.34,82.65
2023,8,30,30.07,0.22,78.57
2023,8,31,28.99,6.05,87.3
2023,9,1,29.21,7.89,86.77
2023,9,2,29.68,8.83,84.94
2023,9,3,28.32,28.73,90.5
2023,9,4,27.79,19.88,89.45
2023,9,5,29.19,14.33,85.74
2023,9,6,28.94,5.17,88.82
2023,9,7,28.17,21.02,90.71
2023,9,8,27.73,14.14,94.23
2023,9,9,28.85,1.19,86.58
2023,9,10,29.06,3.81,85.95
2023,9,11,29.13,5.15,83.94
2023,9,12,28.85,18.65,87.71
2023,9,13,28.24,3.03,89.14
2023,9,14,27.9,6.92,91.46
2023,9,15,28.06,1.92,90.55
2023,9,16,28.71,1.54,84.74
2023,9,17,29.73,1.15,83.45
2023,9,18,28.06,31.18,90.2
2023,9,19,27.72,17.03,91.39
2023,9,20,27.64,20.3,93.39
2023,9,21,27.73,23.76,93.73
2023,9,22,27.94,21.25,91.85
2023,9,23,28.04,18.71,90.54
2023,9,24,27.99,10.66,90.77
2023,9,25,28.5,11.83,89.53
2023,9,26,29.17,9.16,82.49
2023,9,27,28.31,5.79,86.06
2023,9,28,29.02,0.59,85.38
2023,9,29,28.43,4.08,91.89
2023,9,30,27.74,6.01,91.51
2023,10,1,27.96,7.77,90.01
2023,10,2,27.49,7.24,93.91
2023,10,3,27.71,13.83,91.21
2023,10,4,27.03,30.5,93.93
2023,10,5,27.33,61.61,95.61
2023,10,6,27.6,43.8,91.46
2023,10,7,27.99,21.91,91.27
2023,10,8,28.48,4.47,88.61
2023,10,9,28.43,6.44,89.51
2023,10,10,29.08,0.37,78.57
2023,10,11,28.67,2.61,78.87
2023,10,12,28.77,4.53,76.83
2023,10,13,28.25,8.67,73.11
2023,10,14,27.73,0.61,69.77
2023,10,15,27.61,0.21,73.13
2023,10,16,27.02,0.0,76.57
2023,10,17,26.98,0.04,73.95
2023,10,18,26.65,1.4,76.19
2023,10,19,25.62,0.24,83.13
2023,10,20,25.05,0.0,85.31
2023,10,21,25.22,0.0,80.18
2023,10,22,26.1,1.02,73.22
2023,10,23,26.06,4.78,81.86
2023,10,24,24.96,10.31,89.76
2023,10,25,26.01,4.76,85.38
2023,10,26,26.6,2.27,79.31
2023,10,27,25.45,0.71,80.73
2023,10,28,24.07,0.0,80.59
2023,10,29,23.62,0.0,76.99
2023,10,30,24.88,0.0,74.52
2023,10,31,25.4,0.0,76.76
2023,11,1,25.12,0.0,80.63
2023,11,2,25.29,0.0,83.13
2023,11,3,25.3,0.0,81.09
2023,11,4,25.62,0.0,75.06
2023,11,5,24.73,0.44,80.21
2023,11,6,23.09,0.0,81.89
2023,11,7,22.7,0.0,81.46
2023,11,8,22.7,0.0,82.96
2023,11,9,22.79,0.0,82.05
2023,11,10,22.78,0.0,80.47
2023,11,11,22.84,0.0,80.69
2023,11,12,23.03,0.0,79.88
2023,11,13,23.06,0.0,79.64
2023,11,14,23.52,0.0,75.2
2023,11,15,23.73,0.0,73.64
2023,11,16,23.74,34.68,85.94
2023,11,17,22.97,100.82,93.5
2023,11,18,22.73,14.07,87.84
2023,11,19,23.64,1.31,84.26
2023,11,20,23.59,0.01,84.26
2023,11,21,23.52,0.03,80.27
2023,11,22,21.93,0.06,83.74
2023,11,23,20.81,0.0,80.78
2023,11,24,21.84,0.0,75.57
2023,11,25,21.93,0.0,74.71
2023,11,26,22.02,0.0,75.72
2023,11,27,22.94,0.0,78.7
2023,11,28,24.35,0.0,71.57
2023,11,29,23.06,0.0,74.18
2023,11,30,22.37,0.0,82.08
2023,12,1,22.17,0.0,79.79
2023,12,2,22.35,0.0,78.84
2023,12,3,22.56,0.0,82.46
2023,12,4,22.5,0.0,82.66
2023,12,5,22.13,0.1,80.85
2023,12,6,21.57,2.85,86.17
2023,12,7,20.86,15.14,93.5
2023,12,8,21.07,33.73,91.8
2023,12,9,20.16,4.54,88.95
2023,12,10,18.59,0.0,82.15
2023,12,11,18.07,0.0,83.83
2023,12,12,18.71,0.03,82.26
2023,12,13,18.36,0.0,79.46
2023,12,14,17.25,0.0,69.06
2023,12,15,16.4,0.0,77.68
2023,12,16,17.05,0.0,81.92
2023,12,17,17.76,0.0,79.17
2023,12,18,17.6,0.0,82.42
2023,12,19,17.76,0.0,85.2
2023,12,20,18.36,0.0,81.19
2023,12,21,19.24,0.0,75.42
2023,12,22,19.77,0.0,78.67
2023,12,23,20.01,0.0,75.96
2023,12,24,20.49,0.01,73.99
2023,12,25,20.2,0.01,76.2
2023,12,26,19.82,0.0,77.87
2023,12,27,20.17,0.0,76.07
2023,12,28,19.9,0.0,78.02
2023,12,29,19.87,0.01,77.32
2023,12,30,20.14,0.07,76.22
2023,12,31,18.42,0.0,84.21
2024,1,1,17.86,0.0,84.34
2024,1,2,16.85,0.54,85.89
2024,1,3,16.89,0.0,81.72
2024,1,4,16.94,0.0,83.2
2024,1,5,16.96,0.0,82.44
2024,1,6,17.66,0.0,80.99
2024,1,7,17.89,0.0,82.62
2024,1,8,17.64,0.0,85.5
2024,1,9,16.6,0.0,82.34
2024,1,10,16.34,0.0,78.13
2024,1,11,16.47,0.0,82.36
2024,1,12,15.1,0.0,83.11
2024,1,13,15.07,0.0,84.29
2024,1,14,15.59,0.0,78.72
2024,1,15,15.85,0.0,81.22
2024,1,16,15.68,0.0,78.35
2024,1,17,15.74,0.0,76.49
2024,1,18,16.44,0.67,76.03
2024,1,19,17.49,0.74,79.51
2024,1,20,15.97,8.42,81.61
2024,1,21,15.12,0.0,78.04
2024,1,22,13.96,0.0,73.94
2024,1,23,15.06,0.0,74.33
2024,1,24,15.71,3.39,78.76
2024,1,25,16.41,0.88,75.9
2024,1,26,15.25,0.55,73.63
2024,1,27,14.86,0.0,73.84
2024,1,28,14.95,0.0,71.84
2024,1,29,16.38,0.0,65.77
2024,1,30,17.64,0.02,61.66
2024,1,31,19.37,0.68,69.65
2024,2,1,20.08,1.51,81.3
2024,2,2,19.83,3.16,83.44
2024,2,3,19.47,0.16,72.58
2024,2,4,19.07,0.0,60.77
2024,2,5,20.21,0.0,63.56
2024,2,6,21.27,0.0,70.62
2024,2,7,20.37,0.0,75.58
2024,2,8,17.98,0.0,58.8
2024,2,9,16.48,0.0,63.09
2024,2,10,17.34,0.0,69.49
2024,2,11,18.47,0.0,68.42
2024,2,12,20.06,0.0,59.62
2024,2,13,20.82,0.0,57.79
2024,2,14,21.75,0.0,62.49
2024,2,15,21.91,0.51,72.59
2024,2,16,21.46,0.09,75.43
2024,2,17,20.82,0.43,62.16
2024,2,18,21.35,0.0,51.38
2024,2,19,21.13,0.0,51.89
2024,2,20,22.18,0.0,76.21
2024,2,21,24.52,0.59,77.76
2024,2,22,24.59,14.09,81.16
2024,2,23,22.55,13.45,75.39
2024,2,24,22.2,7.48,69.12
2024,2,25,20.9,0.32,65.84
2024,2,26,20.53,0.43,64.54
2024,2,27,21.33,0.0,59.21
2024,2,28,22.99,0.0,54.24
2024,2,29,22.97,0.0,59.52
2024,3,1,22.03,0.0,56.95
2024,3,2,22.5,0.0,51.19
2024,3,3,23.86,0.0,51.63
2024,3,4,24.02,0.42,56.07
2024,3,5,24.19,0.41,65.3
2024,3,6,23.28,0.0,49.16
2024,3,7,23.55,0.0,42.34
2024,3,8,23.73,0.0,45.26
2024,3,9,23.44,0.0,41.26
2024,3,10,22.88,0.0,40.12
2024,3,11,22.99,0.0,46.21
2024,3,12,25.18,0.0,49.29
2024,3,13,25.99,0.0,69.01
2024,3,14,26.41,5.22,74.66
2024,3,15,26.93,6.31,70.33
2024,3,16,27.13,8.89,65.8
2024,3,17,27.63,0.27,57.31
2024,3,18,28.01,1.02,53.61
2024,3,19,27.92,2.0,56.38
2024,3,20,24.55,2.49,67.82
2024,3,21,23.95,3.54,68.7
2024,3,22,23.82,7.21,70.58
2024,3,23,24.82,9.1,74.09
2024,3,24,26.62,11.59,76.74
2024,3,25,26.55,11.89,76.53
2024,3,26,26.57,14.62,75.46
2024,3,27,27.57,0.07,68.22
2024,3,28,27.3,2.67,72.64
2024,3,29,26.75,8.6,75.45
2024,3,30,27.97,11.82,79.91
2024,3,31,28.37,12.56,78.87
2024,4,1,28.7,14.03,76.5
2024,4,2,29.14,0.04,73.71
2024,4,3,29.33,0.22,69.61
2024,4,4,29.5,0.16,74.1
2024,4,5,29.28,0.05,76.37
2024,4,6,30.37,0.04,69.2
2024,4,7,29.87,0.86,70.17
2024,4,8,29.46,0.12,56.23
2024,4,9,29.76,0.0,48.97
2024,4,10,30.11,0.0,44.51
2024,4,11,28.83,0.0,50.92
2024,4,12,30.2,0.0,48.11
2024,4,13,30.08,0.0,49.5
2024,4,14,31.1,0.0,46.88
2024,4,15,31.74,0.0,46.82
2024,4,16,31.5,1.17,57.57
2024,4,17,30.95,9.47,68.25
2024,4,18,30.68,8.62,73.3
2024,4,19,31.38,2.97,67.1
2024,4,20,32.11,0.86,63.71
2024,4,21,32.03,0.07,66.67
2024,4,22,32.01,0.23,65.1
2024,4,23,31.69,0.05,59.32
2024,4,24,32.33,0.01,55.75
2024,4,25,32.87,0.01,57.38
2024,4,26,32.71,0.11,58.93
2024,4,27,32.72,0.39,61.03
2024,4,28,33.19,0.27,59.88
2024,4,29,33.33,0.47,59.37
2024,4,30,33.49,0.02,60.73
2024,5,1,33.14,0.29,61.5
2024,5,2,31.87,6.57,68.18
2024,5,3,31.83,4.05,64.11
2024,5,4,31.11,6.25,66.2
2024,5,5,30.22,13.99,75.78
2024,5,6,28.76,36.08,84.27
2024,5,7,27.91,21.0,77.59
2024,5,8,26.57,40.83,76.18
2024,5,9,27.99,0.99,69.47
2024,5,10,28.46,4.94,70.54
2024,5,11,27.64,27.5,82.61
2024,5,12,28.15,4.91,77.96
2024,5,13,28.77,1.69,76.35
2024,5,14,29.62,1.22,75.82
2024,5,15,29.59,0.12,77.43
2024,5,16,30.0,0.0,73.31
2024,5,17,30.3,0.04,73.86
2024,5,18,29.63,7.23,81.6
2024,5,19,29.73,6.96,80.7
2024,5,20,29.8,8.71,76.62
2024,5,21,30.46,7.4,71.18
2024,5,22,30.8,6.39,73.27
2024,5,23,31.69,1.14,68.73
2024,5,24,32.38,3.29,69.12
2024,5,25,31.52,2.6,75.67
2024,5,26,29.75,50.54,85.64
2024,5,27,28.68,67.57,90.36
2024,5,28,28.29,103.52,90.01
2024,5,29,29.93,13.73,89.83
2024,5,30,29.71,4.67,89.97
2024,5,31,29.74,2.42,87.25
2024,6,1,29.76,0.74,84.34
2024,6,2,29.49,3.53,87.15
2024,6,3,28.82,27.79,88.23
2024,6,4,28.7,18.63,89.59
2024,6,5,29.57,9.64,85.36
2024,6,6,29.59,14.82,87.63
2024,6,7,29.75,9.6,87.31
2024,6,8,29.51,13.19,88.68
2024,6,9,29.12,16.26,92.21
2024,6,10,29.09,3.42,92.83
2024,6,11,29.4,1.76,87.19
2024,6,12,29.11,1.41,85.63
2024,6,13,29.0,16.16,90.07
2024,6,14,29.24,21.05,91.95
2024,6,15,29.61,14.56,89.96
2024,6,16,29.89,3.18,88.84
2024,6,17,29.31,4.34,91.72
2024,6,18,29.49,5.72,89.51
2024,6,19,28.99,26.19,92.5
2024,6,20,28.68,7.18,88.76
2024,6,21,29.17,11.34,83.64
2024,6,22,28.67,9.36,86.4
2024,6,23,29.4,4.25,85.4
2024,6,24,29.17,1.52,88.0
2024,6,25,29.3,1.43,86.86
2024,6,26,30.05,5.17,83.62
2024,6,27,28.63,8.21,89.59
2024,6,28,28.95,14.63,89.26
2024,6,29,28.99,22.82,90.09
2024,6,30,28.58,38.7,94.2
2024,7,1,28.21,52.7,93.99
2024,7,2,28.45,29.31,91.34
2024,7,3,28.24,22.41,90.76
2024,7,4,28.19,25.69,91.04
2024,7,5,28.49,16.67,91.23
2024,7,6,28.38,6.94,90.32
2024,7,7,29.04,4.1,89.01
2024,7,8,28.62,3.37,88.52
2024,7,9,29.07,3.15,89.12
2024,7,10,29.24,7.92,89.39
2024,7,11,29.16,21.69,89.42
2024,7,12,28.87,44.08,89.31
2024,7,13,28.89,12.35,89.89
2024,7,14,29.27,2.5,87.55
2024,7,15,29.11,1.85,88.99
2024,7,16,29.03,3.94,90.12
2024,7,17,29.1,1.16,86.02
2024,7,18,29.77,1.47,85.62
2024,7,19,29.38,4.06,88.28
2024,7,20,29.07,4.98,88.14
2024,7,21,28.64,6.34,89.95
2024,7,22,28.57,4.55,90.68
2024,7,23,28.77,3.17,88.85
2024,7,24,29.13,7.17,89.75
2024,7,25,29.39,6.78,88.2
2024,7,26,29.64,4.49,87.93
2024,7,27,29.35,1.89,87.66
2024,7,28,29.38,2.07,87.34
2024,7,29,29.14,8.64,87.78
2024,7,30,28.98,8.86,89.98
2024,7,31,28.85,7.3,90.29
2024,8,1,27.77,103.77,93.17
2024,8,2,27.51,73.93,93.54
2024,8,3,28.12,29.46,92.34
2024,8,4,28.67,18.02,87.98
2024,8,5,28.12,9.27,90.41
2024,8,6,28.26,4.47,90.22
2024,8,7,28.07,5.57,91.27
2024,8,8,27.59,13.82,92.61
2024,8,9,28.12,16.15,91.0
2024,8,10,28.74,16.09,89.86
2024,8,11,28.7,12.09,90.56
2024,8,12,28.61,22.32,90.98
2024,8,13,29.04,5.24,88.66
2024,8,14,28.92,7.75,90.15
2024,8,15,28.45,1.9,90.37
2024,8,16,27.97,16.09,91.07
2024,8,17,27.71,19.26,90.14
2024,8,18,27.3,40.66,94.93
2024,8,19,27.51,72.43,94.86
2024,8,20,28.31,34.13,92.26
2024,8,21,27.97,72.09,94.84
2024,8,22,27.89,69.97,94.99
2024,8,23,27.24,9.62,94.34
2024,8,24,27.39,7.42,91.89
2024,8,25,26.92,44.37,92.54
2024,8,26,26.83,16.4,93.92
2024,8,27,27.78,2.03,90.56
2024,8,28,28.38,6.59,85.73
2024,8,29,28.65,2.61,87.48
2024,8,30,28.28,3.75,88.62
2024,8,31,27.94,12.45,92.72
2024,9,1,28.42,15.9,89.19
2024,9,2,28.64,12.55,85.94
2024,9,3,27.53,38.48,91.87
2024,9,4,28.36,2.97,88.85
2024,9,5,27.81,10.63,91.33
2024,9,6,28.97,17.32,82.04
2024,9,7,28.77,14.34,86.14
2024,9,8,29.12,4.2,87.53
2024,9,9,28.57,4.09,91.34
2024,9,10,28.58,4.83,92.33
2024,9,11,28.79,13.48,90.02
2024,9,12,29.64,18.2,87.31
2024,9,13,28.84,38.92,91.54
2024,9,14,27.45,35.53,95.26
2024,9,15,26.18,75.46,94.31
2024,9,16,27.75,14.33,91.07
2024,9,17,28.88,6.59,85.46
2024,9,18,29.01,1.3,86.99
2024,9,19,29.17,5.52,89.59
2024,9,20,30.18,6.87,86.33
2024,9,21,29.08,18.52,90.12
2024,9,22,29.57,3.48,85.96
2024,9,23,29.28,1.52,89.97
2024,9,24,28.16,8.72,91.14
2024,9,25,26.95,48.66,94.56
2024,9,26,26.89,29.73,93.79
2024,9,27,27.32,11.23,89.32
2024,9,28,28.13,1.84,88.86
2024,9,29,28.73,6.89,89.32
2024,9,30,28.91,5.58,89.87
2024,10,1,29.36,9.52,88.03
2024,10,2,29.04,23.06,86.3
2024,10,3,27.77,45.96,92.16
2024,10,4,27.59,51.23,91.96
2024,10,5,27.6,66.41,92.61
2024,10,6,27.72,17.9,87.68
2024,10,7,27.99,8.63,84.86
2024,10,8,27.84,3.33,85.71
2024,10,9,27.87,5.5,85.55
2024,10,10,27.3,9.72,88.68
2024,10,11,27.73,7.63,88.99
2024,10,12,28.18,20.71,85.89
2024,10,13,27.85,1.57,83.99
2024,10,14,26.8,0.1,84.95
2024,10,15,27.2,0.05,81.32
2024,10,16,27.57,0.24,80.14
2024,10,17,27.56,4.05,83.48
2024,10,18,27.32,3.77,84.55
2024,10,19,27.8,6.52,81.12
2024,10,20,26.6,0.7,85.16
2024,10,21,26.22,0.01,82.51
2024,10,22,27.15,15.24,85.92
2024,10,23,26.84,102.39,90.88
2024,10,24,25.89,20.03,91.43
2024,10,25,26.61,6.25,91.51
2024,10,26,27.09,5.1,88.45
2024,10,27,27.58,0.54,78.73
2024,10,28,26.73,0.0,84.9
2024,10,29,27.41,0.0,79.99
2024,10,30,27.58,0.33,80.63
2024,10,31,27.75,1.01,84.31
2024,11,1,27.2,3.46,86.32
2024,11,2,25.48,0.05,84.48
2024,11,3,24.96,0.0,81.09
2024,11,4,25.17,0.08,84.18
2024,11,5,26.02,5.34,83.14
2024,11,6,25.21,5.86,85.16
2024,11,7,24.27,6.15,86.93
2024,11,8,23.68,0.0,84.05
2024,11,9,24.01,0.0,83.86
2024,11,10,24.09,0.0,81.43
2024,11,11,24.11,0.0,84.12
2024,11,12,24.14,0.0,82.87
2024,11,13,22.32,0.0,80.87
2024,11,14,22.23,0.0,86.41
2024,11,15,22.16,0.0,85.47
2024,11,16,21.96,0.0,83.54
2024,11,17,21.44,0.0,76.3
2024,11,18,21.25,0.0,73.43
2024,11,19,21.64,0.0,74.42
2024,11,20,21.17,0.0,71.9
2024,11,21,21.14,0.0,71.5
2024,11,22,21.6,0.0,66.9
2024,11,23,22.19,0.0,70.87
2024,11,24,20.45,0.0,81.63
2024,11,25,20.02,0.0,82.69
2024,11,26,20.37,0.0,79.22
2024,11,27,20.54,0.0,77.42
2024,11,28,20.92,0.0,81.26
2024,11,29,22.35,0.0,81.93
2024,11,30,22.2,0.14,82.65
2024,12,1,20.52,2.85,81.72
2024,12,2,20.22,0.0,82.1
2024,12,3,20.12,0.0,81.88
2024,12,4,19.08,0.0,83.19
2024,12,5,19.61,0.0,76.15
2024,12,6,18.23,0.0,79.2
2024,12,7,17.83,0.0,72.72
2024,12,8,17.94,0.0,71.52
2024,12,9,17.25,0.0,81.05
2024,12,10,18.14,0.0,84.39
2024,12,11,16.46,0.0,84.58
2024,12,12,15.9,0.0,86.09
2024,12,13,16.4,0.0,84.58
2024,12,14,16.54,0.0,82.83
2024,12,15,16.07,0.0,79.1
2024,12,16,17.31,0.0,72.56
2024,12,17,18.83,0.0,74.67
2024,12,18,18.33,0.01,76.47
2024,12,19,18.07,0.0,75.63
2024,12,20,17.76,0.0,76.66
2024,12,21,17.32,0.74,81.52
2024,12,22,16.92,0.2,84.47
2024,12,23,17.49,0.07,74.57
2024,12,24,17.78,0.0,74.52
2024,12,25,17.58,0.0,72.65
2024,12,26,18.26,0.0,78.8
2024,12,27,18.25,0.0,78.64
2024,12,28,19.31,0.0,70.85
2024,12,29,19.21,0.0,74.38
2024,12,30,19.09,0.0,78.24
2024,12,31,17.44,0.0,82.44
2025,1,1,16.44,0.0,85.78
2025,1,2,16.76,0.0,84.37
2025,1,3,16.86,0.0,82.71
2025,1,4,18.01,0.0,83.13
2025,1,5,19.77,0.0,81.6
2025,1,6,20.7,0.0,78.22
2025,1,7,19.64,0.0,81.03
2025,1,8,18.0,0.0,80.35
2025,1,9,15.65,0.0,75.64
2025,1,10,15.81,0.0,75.51
2025,1,11,17.55,0.0,70.7
2025,1,12,19.58,0.0,60.37
2025,1,13,19.35,0.0,64.22
2025,1,14,17.89,0.0,74.86
2025,1,15,17.42,0.0,75.49
2025,1,16,19.15,0.0,68.13
2025,1,17,18.75,0.0,70.74
2025,1,18,18.09,0.0,77.22
2025,1,19,17.24,0.0,74.82
2025,1,20,17.3,0.0,71.08
2025,1,21,17.97,0.0,69.57
2025,1,22,18.33,0.0,73.91
2025,1,23,18.37,0.0,72.42
2025,1,24,18.34,0.0,69.58
2025,1,25,18.31,0.0,70.88
2025,1,26,17.14,0.0,68.58
2025,1,27,17.88,0.0,72.21
2025,1,28,18.75,0.0,68.16
2025,1,29,18.88,0.0,57.59
2025,1,30,19.84,1.01,69.91
2025,1,31,21.91,0.55,84.26
2025,2,1,22.06,0.21,73.95
2025,2,2,20.65,0.0,71.49
2025,2,3,20.42,0.0,67.58
2025,2,4,19.77,0.0,62.38
2025,2,5,20.64,0.0,61.23
2025,2,6,21.65,0.0,70.29
2025,2,7,20.32,0.0,53.72
2025,2,8,18.6,0.0,48.17
2025,2,9,18.6,0.0,50.77
2025,2,10,20.33,0.01,49.04
2025,2,11,20.78,0.0,71.55
2025,2,12,22.51,0.0,72.97
2025,2,13,23.41,0.02,75.94
2025,2,14,21.32,0.02,49.26
2025,2,15,20.93,0.0,43.27
2025,2,16,22.3,0.0,45.86
2025,2,17,23.32,0.0,65.13
2025,2,18,24.53,0.0,59.74
2025,2,19,24.17,0.01,64.03
2025,2,20,24.68,0.18,64.73
2025,2,21,24.56,0.0,55.12
2025,2,22,25.43,0.04,53.18
2025,2,23,24.29,2.41,60.66
2025,2,24,23.67,0.0,60.13
2025,2,25,23.28,0.0,51.51
2025,2,26,22.85,0.0,49.18
2025,2,27,23.05,0.0,53.2
2025,2,28,24.56,0.0,49.28
2025,3,1,25.49,0.01,54.58
2025,3,2,26.82,0.0,64.39
2025,3,3,26.86,0.0,61.53
2025,3,4,25.84,0.0,44.26
2025,3,5,24.67,0.0,47.29
2025,3,6,23.95,0.0,38.83
2025,3,7,22.85,0.0,38.92
2025,3,8,24.29,0.0,42.73
2025,3,9,24.95,0.08,57.62
2025,3,10,25.58,0.17,46.7
2025,3,11,26.97,0.0,47.09
2025,3,12,27.1,0.0,49.49
2025,3,13,28.25,0.01,65.7
2025,3,14,29.02,0.06,66.07
2025,3,15,29.05,0.04,68.6
2025,3,16,29.88,0.07,62.76
2025,3,17,29.68,0.14,61.6
2025,3,18,29.2,1.07,61.69
2025,3,19,29.08,0.27,58.22
2025,3,20,29.34,0.18,58.21
2025,3,21,26.65,0.09,58.03
2025,3,22,24.52,0.07,61.4
2025,3,23,26.14,0.07,52.64
2025,3,24,26.11,0.1,49.85
2025,3,25,26.68,0.0,44.79
2025,3,26,28.12,0.0,40.88
2025,3,27,28.77,0.0,57.42
2025,3,28,30.12,0.0,58.41
2025,3,29,30.38,0.0,60.76
2025,3,30,29.9,0.0,62.93
2025,3,31,30.03,0.01,59.45
2025,4,1,29.85,0.07,61.87
2025,4,2,29.88,0.05,55.65
2025,4,3,29.81,1.85,56.8
2025,4,4,30.92,0.0,48.65
2025,4,5,30.67,0.02,52.98
2025,4,6,30.83,0.45,56.33
2025,4,7,30.01,2.44,59.35
2025,4,8,28.23,3.22,68.88
2025,4,9,30.15,0.28,56.34
2025,4,10,30.37,0.01,50.11
2025,4,11,29.3,2.25,57.03
2025,4,12,30.02,0.84,59.53
2025,4,13,28.77,1.07,62.34
2025,4,14,28.12,0.97,63.53
2025,4,15,28.55,5.49,61.73
2025,4,16,28.87,8.6,65.54
2025,4,17,27.53,16.57,74.24
2025,4,18,27.81,15.73,74.98
2025,4,19,28.09,13.67,77.32
2025,4,20,28.79,16.94,78.05
2025,4,21,29.53,22.71,81.27
2025,4,22,29.86,11.17,78.85
2025,4,23,30.83,0.48,74.88
2025,4,24,30.9,0.86,74.21
2025,4,25,30.35,0.65,75.1
2025,4,26,30.45,0.26,73.25
2025,4,27,29.64,1.94,72.79
2025,4,28,28.76,6.24,74.58
2025,4,29,27.36,17.08,76.56
2025,4,30,28.02,11.69,71.92
2025,5,1,29.55,1.81,59.27
2025,5,2,28.6,9.72,64.04
2025,5,3,28.71,4.56,65.12
2025,5,4,28.31,7.27,75.76
2025,5,5,28.73,2.38,73.54
2025,5,6,29.23,1.12,71.45
2025,5,7,29.54,0.59,69.45
2025,5,8,31.31,1.31,66.81
2025,5,9,31.87,0.47,63.09
2025,5,10,32.31,0.74,62.82
2025,5,11,32.23,2.1,64.58
2025,5,12,30.32,9.5,72.85
2025,5,13,30.16,8.66,74.7
2025,5,14,30.71,4.55,74.86
2025,5,15,30.01,15.97,79.17
2025,5,16,29.94,21.8,80.04
2025,5,17,28.9,13.48,83.25
2025,5,18,28.93,20.07,80.97
2025,5,19,29.21,12.52,81.52
2025,5,20,29.15,25.77,85.77
2025,5,21,28.53,34.48,88.44
2025,5,22,29.03,18.87,79.93
2025,5,23,28.09,6.45,84.39
